Index,Stroke,Club,Phase,Start Loc,Start Dist,End Loc,End Dist,Strokes Gained,Tee,Course,Date,Hole,Strokes to Hole
4,4,Putter,Green,Green,30,Green,7,-0.465,Palmer,LaurelCreek,3/18/2018,1,3
5,5,Putter,Green,Green,7,Green,1,-0.558,Palmer,LaurelCreek,3/18/2018,1,2
6,6,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,3/18/2018,1,1
7,7,Driver,Tee,Tee,365,Fairway,130,0.05,Palmer,LaurelCreek,3/18/2018,2,5
8,8,9i,APPR125-175,Fairway,130,Rough,15,-0.585,Palmer,LaurelCreek,3/18/2018,2,4
9,9,LW,Short Game,Rough,15,Green,20,-0.413,Palmer,LaurelCreek,3/18/2018,2,3
10,10,Putter,Green,Green,20,Green,4,-0.269,Palmer,LaurelCreek,3/18/2018,2,2
11,11,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,3/18/2018,2,1
12,12,8i,Tee,Tee,155,Green,10,0.359,Palmer,LaurelCreek,3/18/2018,3,3
13,13,Putter,Green,Green,10,Green,1,-0.375,Palmer,LaurelCreek,3/18/2018,3,2
14,14,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,3/18/2018,3,1
15,15,Driver,Tee,Tee,391,Fairway,160,0.001,Palmer,LaurelCreek,3/18/2018,4,5
16,16,7i,APPR125-175,Fairway,160,Green,35,-0.036,Palmer,LaurelCreek,3/18/2018,4,4
17,17,Putter,Green,Green,35,Green,6,-0.341,Palmer,LaurelCreek,3/18/2018,4,3
18,18,Putter,Green,Green,6,Green,1,-0.644,Palmer,LaurelCreek,3/18/2018,4,2
19,19,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,3/18/2018,4,1
20,20,Driver,Tee,Tee,503,Fairway,230,0.046,Palmer,LaurelCreek,3/18/2018,5,5
21,21,3H,APPR210+,Fairway,230,Fairway,20,-0.015,Palmer,LaurelCreek,3/18/2018,5,4
22,22,SW,Short Game,Fairway,20,Green,20,-0.478,Palmer,LaurelCreek,3/18/2018,5,3
23,23,Putter,Green,Green,20,Green,2,-0.131,Palmer,LaurelCreek,3/18/2018,5,2
24,24,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,3/18/2018,5,1
25,25,Driver,Tee,Tee,414,Sand,195,-0.499,Palmer,LaurelCreek,3/18/2018,6,6
26,26,4i,APPR176-210,Sand,195,Rough,40,-0.268,Palmer,LaurelCreek,3/18/2018,6,5
27,27,SW,Short Game,Rough,40,Green,25,-0.154,Palmer,LaurelCreek,3/18/2018,6,4
28,28,Putter,Green,Green,25,Green,5,-0.322,Palmer,LaurelCreek,3/18/2018,6,3
29,29,Putter,Green,Green,5,Green,1,-0.745,Palmer,LaurelCreek,3/18/2018,6,2
30,30,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,3/18/2018,6,1
31,31,4i,Tee,Tee,195,Sand,20,-0.425,Palmer,LaurelCreek,3/18/2018,7,3
32,32,SW,Short Game,Sand,20,Green,6,0.173,Palmer,LaurelCreek,3/18/2018,7,2
33,33,Putter,Green,Green,6,In the Hole,0,0.357,Palmer,LaurelCreek,3/18/2018,7,1
34,34,3H,Tee,Tee,339,Fairway,105,0.044,Palmer,LaurelCreek,3/18/2018,8,4
35,35,SW,APPR<125,Fairway,105,Rough,30,-0.888,Palmer,LaurelCreek,3/18/2018,8,3
36,36,SW,Short Game,Rough,30,Green,4,0.553,Palmer,LaurelCreek,3/18/2018,8,2
37,37,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,3/18/2018,8,1
38,38,Driver,Tee,Tee,535,Fairway,200,0.435,Palmer,LaurelCreek,3/18/2018,9,6
39,39,4i,APPR176-210,Fairway,200,Sand,25,-0.405,Palmer,LaurelCreek,3/18/2018,9,5
40,40,LW,Short Game,Sand,25,Sand,15,-0.885,Palmer,LaurelCreek,3/18/2018,9,4
41,41,LW,Short Game,Sand,15,Green,14,-0.285,Palmer,LaurelCreek,3/18/2018,9,3
42,42,Putter,Green,Green,14,Green,2,-0.244,Palmer,LaurelCreek,3/18/2018,9,2
43,43,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,3/18/2018,9,1
44,44,Driver,Tee,Tee,404,Fairway,150,0.053,Palmer,LaurelCreek,3/18/2018,10,4
45,45,7i,APPR125-175,Fairway,150,Green,20,0.067,Palmer,LaurelCreek,3/18/2018,10,3
46,46,Putter,Green,Green,20,Green,2,-0.131,Palmer,LaurelCreek,3/18/2018,10,2
47,47,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,3/18/2018,10,1
48,48,3W,Tee,Tee,385,Penalty,385,-2,Palmer,LaurelCreek,3/18/2018,11,6
49,49,Penalty,Penalty,Penalty,385,Penalty,0,0,Palmer,LaurelCreek,3/18/2018,11,5
50,50,3W,Tee,Tee,385,Fairway,130,0.09,Palmer,LaurelCreek,3/18/2018,11,4
51,51,9i,APPR125-175,Fairway,130,Green,20,0.002,Palmer,LaurelCreek,3/18/2018,11,3
52,52,Putter,Green,Green,20,Green,4,-0.269,Palmer,LaurelCreek,3/18/2018,11,2
53,53,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,3/18/2018,11,1
54,54,Driver,Tee,Tee,420,Fairway,190,-0.115,Palmer,LaurelCreek,3/18/2018,12,4
55,55,4i,APPR176-210,Fairway,190,Rough,20,-0.455,Palmer,LaurelCreek,3/18/2018,12,3
56,56,SW,Short Game,Rough,20,Green,5,0.334,Palmer,LaurelCreek,3/18/2018,12,2
57,57,Putter,Green,Green,5,In the Hole,0,0.256,Palmer,LaurelCreek,3/18/2018,12,1
58,58,Driver,Tee,Tee,374,Fairway,155,-0.014,Palmer,LaurelCreek,3/18/2018,13,5
59,59,7i,APPR125-175,Fairway,155,Green,30,-0.016,Palmer,LaurelCreek,3/18/2018,13,4
60,60,Putter,Green,Green,30,Green,7,-0.465,Palmer,LaurelCreek,3/18/2018,13,3
61,61,Putter,Green,Green,7,Green,1,-0.558,Palmer,LaurelCreek,3/18/2018,13,2
62,62,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,3/18/2018,13,1
63,63,8i,Tee,Tee,155,Rough,15,-0.48,Palmer,LaurelCreek,3/18/2018,14,3
64,64,SW,Short Game,Rough,15,Green,3,0.412,Palmer,LaurelCreek,3/18/2018,14,2
65,65,Putter,Green,Green,3,In the Hole,0,0.053,Palmer,LaurelCreek,3/18/2018,14,1
66,66,Driver,Tee,Tee,510,Penalty,510,-2,Palmer,LaurelCreek,3/18/2018,15,7
67,67,Penalty,Penalty,Penalty,510,Penalty,0,0,Palmer,LaurelCreek,3/18/2018,15,6
68,68,Driver,Tee,Tee,510,Rough,245,-0.185,Palmer,LaurelCreek,3/18/2018,15,5
69,69,3H,APPR210+,Rough,245,Rough,60,-0.245,Palmer,LaurelCreek,3/18/2018,15,4
70,70,SW,Short Game,Rough,60,Green,25,-0.024,Palmer,LaurelCreek,3/18/2018,15,3
71,71,Putter,Green,Green,25,Green,3,-0.119,Palmer,LaurelCreek,3/18/2018,15,2
72,72,Putter,Green,Green,3,In the Hole,0,0.053,Palmer,LaurelCreek,3/18/2018,15,1
73,73,Driver,Tee,Tee,405,Fairway,142,0.083,Palmer,LaurelCreek,3/18/2018,16,4
74,74,9i,APPR125-175,Fairway,142,Green,7,0.474,Palmer,LaurelCreek,3/18/2018,16,3
75,75,Putter,Green,Green,7,Green,1,-0.558,Palmer,LaurelCreek,3/18/2018,16,2
76,76,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,3/18/2018,16,1
77,77,4i,Tee,Tee,209,Green,30,0.169,Palmer,LaurelCreek,3/18/2018,17,4
78,78,Putter,Green,Green,30,Green,6,-0.379,Palmer,LaurelCreek,3/18/2018,17,3
79,79,Putter,Green,Green,6,Green,1,-0.644,Palmer,LaurelCreek,3/18/2018,17,2
80,80,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,3/18/2018,17,1
81,81,3W,Tee,Tee,410,Fairway,175,-0.045,Palmer,LaurelCreek,3/18/2018,18,4
82,82,6i,APPR176-210,Fairway,175,Green,14,0.29,Palmer,LaurelCreek,3/18/2018,18,3
83,83,Putter,Green,Green,14,Green,1,-0.236,Palmer,LaurelCreek,3/18/2018,18,2
84,84,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,3/18/2018,18,1
1,1,Driver,Tee,Tee,410,Fairway,150,0.065,Palmer,LaurelCreek,2/26/2018,1,5
2,2,8i,APPR125-175,Fairway,150,Green,30,-0.033,Palmer,LaurelCreek,2/26/2018,1,4
3,3,Putter,Green,Green,30,Green,6,-0.379,Palmer,LaurelCreek,2/26/2018,1,3
4,4,Putter,Green,Green,6,Green,1,-0.644,Palmer,LaurelCreek,2/26/2018,1,2
5,5,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,2/26/2018,1,1
6,6,Driver,Tee,Tee,349,Sand,100,-0.343,Palmer,LaurelCreek,2/26/2018,2,5
7,7,AW,APPR<125,Sand,100,Rough,15,-0.235,Palmer,LaurelCreek,2/26/2018,2,4
8,8,SW,Short Game,Rough,15,Green,7,0.022,Palmer,LaurelCreek,2/26/2018,2,3
9,9,Putter,Green,Green,7,Green,1,-0.558,Palmer,LaurelCreek,2/26/2018,2,2
10,10,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,2/26/2018,2,1
11,11,7i,Tee,Tee,162,Green,30,0.018,Palmer,LaurelCreek,2/26/2018,3,3
12,12,Putter,Green,Green,30,Green,2,-0.031,Palmer,LaurelCreek,2/26/2018,3,2
13,13,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,2/26/2018,3,1
14,14,3W,Tee,Tee,355,Rough,139,-0.241,Palmer,LaurelCreek,2/26/2018,4,4
15,15,9i,APPR125-175,Rough,139,Green,20,0.269,Palmer,LaurelCreek,2/26/2018,4,3
16,16,Putter,Green,Green,20,Green,2,-0.131,Palmer,LaurelCreek,2/26/2018,4,2
17,17,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,2/26/2018,4,1
18,18,Driver,Tee,Tee,503,Rough,290,-0.434,Palmer,LaurelCreek,2/26/2018,5,5
19,19,4i,APPR210+,Rough,290,Fairway,90,0.095,Palmer,LaurelCreek,2/26/2018,5,4
20,20,LW,APPR<125,Fairway,90,Green,25,-0.164,Palmer,LaurelCreek,2/26/2018,5,3
21,21,Putter,Green,Green,25,Green,2,-0.075,Palmer,LaurelCreek,2/26/2018,5,2
22,22,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,2/26/2018,5,1
23,23,Driver,Tee,Tee,400,Fairway,155,0.028,Palmer,LaurelCreek,2/26/2018,6,5
24,24,8i,APPR125-175,Fairway,155,Green,25,0.028,Palmer,LaurelCreek,2/26/2018,6,4
25,25,Putter,Green,Green,25,Green,6,-0.423,Palmer,LaurelCreek,2/26/2018,6,3
26,26,Putter,Green,Green,6,Green,1,-0.644,Palmer,LaurelCreek,2/26/2018,6,2
27,27,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,2/26/2018,6,1
28,28,6i,Tee,Tee,174,Rough,15,-0.433,Palmer,LaurelCreek,2/26/2018,7,4
29,29,LW,Short Game,Rough,15,Green,15,-0.325,Palmer,LaurelCreek,2/26/2018,7,3
30,30,Putter,Green,Green,15,Green,2,-0.219,Palmer,LaurelCreek,2/26/2018,7,2
31,31,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,2/26/2018,7,1
32,32,3H,Tee,Tee,339,Fairway,110,0.032,Palmer,LaurelCreek,2/26/2018,8,4
33,33,SW,APPR<125,Fairway,110,Rough,15,-0.64,Palmer,LaurelCreek,2/26/2018,8,3
34,34,SW,Short Game,Rough,15,Green,4,0.318,Palmer,LaurelCreek,2/26/2018,8,2
35,35,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,2/26/2018,8,1
36,36,Driver,Tee,Tee,495,Fairway,255,-0.168,Palmer,LaurelCreek,2/26/2018,9,4
37,37,3H,APPR210+,Fairway,255,Green,25,0.614,Palmer,LaurelCreek,2/26/2018,9,3
38,38,Putter,Green,Green,25,Green,3,-0.119,Palmer,LaurelCreek,2/26/2018,9,2
39,39,Putter,Green,Green,3,In the Hole,0,0.053,Palmer,LaurelCreek,2/26/2018,9,1
40,40,Driver,Tee,Tee,404,Fairway,150,0.053,Palmer,LaurelCreek,2/26/2018,10,3
41,41,8i,APPR125-175,Fairway,150,Green,10,0.319,Palmer,LaurelCreek,2/26/2018,10,2
42,42,Putter,Green,Green,10,In the Hole,0,0.626,Palmer,LaurelCreek,2/26/2018,10,1
43,43,3H,Tee,Tee,342,Penalty,145,-1.0615,Palmer,LaurelCreek,2/26/2018,11,5
44,44,Penalty,Penalty,Penalty,145,Penalty,0,0,Palmer,LaurelCreek,2/26/2018,11,4
45,45,9i,APPR125-175,Fairway,145,Fairway,15,-0.362,Palmer,LaurelCreek,2/26/2018,11,3
46,46,SW,Short Game,Fairway,15,Green,3,0.237,Palmer,LaurelCreek,2/26/2018,11,2
47,47,Putter,Green,Green,3,In the Hole,0,0.053,Palmer,LaurelCreek,2/26/2018,11,1
48,48,Driver,Tee,Tee,420,Fairway,190,-0.115,Palmer,LaurelCreek,2/26/2018,12,4
49,49,5i,APPR176-210,Fairway,190,Rough,30,-0.565,Palmer,LaurelCreek,2/26/2018,12,3
50,50,SW,Short Game,Rough,30,Green,8,0.185,Palmer,LaurelCreek,2/26/2018,12,2
51,51,Putter,Green,Green,8,In the Hole,0,0.515,Palmer,LaurelCreek,2/26/2018,12,1
52,52,Driver,Tee,Tee,374,Rough,145,-0.222,Palmer,LaurelCreek,2/26/2018,13,5
53,53,9i,APPR125-175,Rough,145,Sand,15,-0.31,Palmer,LaurelCreek,2/26/2018,13,4
54,54,LW,Short Game,Sand,15,Green,12,-0.225,Palmer,LaurelCreek,2/26/2018,13,3
55,55,Putter,Green,Green,12,Green,1,-0.296,Palmer,LaurelCreek,2/26/2018,13,2
56,56,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,2/26/2018,13,1
57,57,7i,Tee,Tee,163,Green,18,0.151,Palmer,LaurelCreek,2/26/2018,14,3
58,58,Putter,Green,Green,18,Green,4,-0.299,Palmer,LaurelCreek,2/26/2018,14,2
59,59,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,2/26/2018,14,1
60,60,Driver,Tee,Tee,466,Fairway,230,-0.179,Palmer,LaurelCreek,2/26/2018,15,4
61,61,3H,APPR210+,Fairway,230,Rough,15,-0.08,Palmer,LaurelCreek,2/26/2018,15,3
62,62,SW,Short Game,Rough,15,Green,6,0.108,Palmer,LaurelCreek,2/26/2018,15,2
63,63,Putter,Green,Green,6,In the Hole,0,0.357,Palmer,LaurelCreek,2/26/2018,15,1
64,64,3W,Tee,Tee,368,Fairway,160,-0.044,Palmer,LaurelCreek,2/26/2018,16,4
65,65,8i,APPR125-175,Fairway,160,Green,15,0.19,Palmer,LaurelCreek,2/26/2018,16,3
66,66,Putter,Green,Green,15,Green,2,-0.219,Palmer,LaurelCreek,2/26/2018,16,2
67,67,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,2/26/2018,16,1
68,68,4i,Tee,Tee,205,Rough,110,-0.915,Palmer,LaurelCreek,2/26/2018,17,3
69,69,SW,APPR<125,Rough,110,Green,5,0.794,Palmer,LaurelCreek,2/26/2018,17,2
70,70,Putter,Green,Green,5,In the Hole,0,0.256,Palmer,LaurelCreek,2/26/2018,17,1
71,71,Driver,Tee,Tee,410,Fairway,155,0.047,Palmer,LaurelCreek,2/26/2018,18,5
72,72,8i,APPR125-175,Fairway,155,Fairway,15,-0.328,Palmer,LaurelCreek,2/26/2018,18,4
73,73,LW,Short Game,Fairway,15,Green,20,-0.588,Palmer,LaurelCreek,2/26/2018,18,3
74,74,Putter,Green,Green,20,Green,3,-0.175,Palmer,LaurelCreek,2/26/2018,18,2
75,75,Putter,Green,Green,3,In the Hole,0,0.053,Palmer,LaurelCreek,2/26/2018,18,1
1,1,Driver,Tee,Tee,410,Fairway,150,0.065,Palmer,LaurelCreek,4/4/2018,1,5
2,2,8i,APPR125-175,Fairway,150,Green,30,-0.033,Palmer,LaurelCreek,4/4/2018,1,4
3,3,Putter,Green,Green,30,Green,15,-0.812,Palmer,LaurelCreek,4/4/2018,1,3
4,4,Putter,Green,Green,15,Green,3,-0.263,Palmer,LaurelCreek,4/4/2018,1,2
5,5,Putter,Green,Green,3,In the Hole,0,0.053,Palmer,LaurelCreek,4/4/2018,1,1
6,6,Driver,Tee,Tee,365,Fairway,144,0.006,Palmer,LaurelCreek,4/4/2018,2,5
7,7,8i,APPR125-175,Fairway,144,Green,35,-0.092,Palmer,LaurelCreek,4/4/2018,2,4
8,8,Putter,Green,Green,35,Green,12,-0.689,Palmer,LaurelCreek,4/4/2018,2,3
9,9,Putter,Green,Green,12,Green,2,-0.304,Palmer,LaurelCreek,4/4/2018,2,2
10,10,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,4/4/2018,2,1
11,11,8i,Tee,Tee,153,Fairway,25,-0.477,Palmer,LaurelCreek,4/4/2018,3,4
12,12,LW,Short Game,Fairway,25,Green,8,-0.055,Palmer,LaurelCreek,4/4/2018,3,3
13,13,Putter,Green,Green,8,Green,1,-0.486,Palmer,LaurelCreek,4/4/2018,3,2
14,14,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,4/4/2018,3,1
15,15,Driver,Tee,Tee,390,Fairway,160,0,Palmer,LaurelCreek,4/4/2018,4,5
16,16,7i,APPR125-175,Fairway,160,Green,15,0.19,Palmer,LaurelCreek,4/4/2018,4,4
17,17,Putter,Green,Green,15,Green,5,-0.466,Palmer,LaurelCreek,4/4/2018,4,3
18,18,Putter,Green,Green,5,Green,1,-0.745,Palmer,LaurelCreek,4/4/2018,4,2
19,19,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,4/4/2018,4,1
20,20,Driver,Tee,Tee,510,Rough,237,-0.143,Palmer,LaurelCreek,4/4/2018,5,4
21,21,4i,APPR210+,Rough,237,Fairway,15,0.333,Palmer,LaurelCreek,4/4/2018,5,3
22,22,LW,Short Game,Fairway,15,Green,5,0.034,Palmer,LaurelCreek,4/4/2018,5,2
23,23,Putter,Green,Green,5,In the Hole,0,0.256,Palmer,LaurelCreek,4/4/2018,5,1
24,24,Driver,Tee,Tee,420,Fairway,195,-0.143,Palmer,LaurelCreek,4/4/2018,6,4
25,25,4i,APPR176-210,Fairway,195,Fairway,20,-0.237,Palmer,LaurelCreek,4/4/2018,6,3
26,26,LW,Short Game,Fairway,20,Green,10,-0.226,Palmer,LaurelCreek,4/4/2018,6,2
27,27,Putter,Green,Green,10,In the Hole,0,0.626,Palmer,LaurelCreek,4/4/2018,6,1
28,28,3H,Tee,Tee,195,Green,45,0.011,Palmer,LaurelCreek,4/4/2018,7,3
29,29,Putter,Green,Green,45,Green,8,-0.421,Palmer,LaurelCreek,4/4/2018,7,2
30,30,Putter,Green,Green,8,In the Hole,0,0.515,Palmer,LaurelCreek,4/4/2018,7,1
31,31,3H,Tee,Tee,365,Rough,160,-0.3,Palmer,LaurelCreek,4/4/2018,8,5
32,32,PW,APPR125-175,Rough,160,Rough,145,-0.94,Palmer,LaurelCreek,4/4/2018,8,4
33,33,9i,APPR125-175,Rough,145,Green,40,0.115,Palmer,LaurelCreek,4/4/2018,8,3
34,34,Putter,Green,Green,40,Green,5,-0.201,Palmer,LaurelCreek,4/4/2018,8,2
35,35,Putter,Green,Green,5,In the Hole,0,0.256,Palmer,LaurelCreek,4/4/2018,8,1
36,36,Driver,Tee,Tee,510,Fairway,230,0.095,Palmer,LaurelCreek,4/4/2018,9,7
37,37,3H,APPR210+,Fairway,230,Fairway,230,-1,Palmer,LaurelCreek,4/4/2018,9,6
38,38,3H,APPR210+,Fairway,230,Fairway,145,-0.543,Palmer,LaurelCreek,4/4/2018,9,5
39,39,8i,APPR125-175,Fairway,145,Rough,15,-0.537,Palmer,LaurelCreek,4/4/2018,9,4
40,40,LW,Short Game,Rough,15,Green,7,0.022,Palmer,LaurelCreek,4/4/2018,9,3
41,41,Putter,Green,Green,7,Green,1,-0.558,Palmer,LaurelCreek,4/4/2018,9,2
42,42,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,4/4/2018,9,1
43,43,Driver,Tee,Tee,410,Fairway,155,0.047,Palmer,LaurelCreek,4/4/2018,10,4
44,44,7i,APPR125-175,Fairway,155,Green,20,0.085,Palmer,LaurelCreek,4/4/2018,10,3
45,45,Putter,Green,Green,20,Green,4,-0.269,Palmer,LaurelCreek,4/4/2018,10,2
46,46,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,4/4/2018,10,1
47,47,3W,Tee,Tee,385,Fairway,150,0.025,Palmer,LaurelCreek,4/4/2018,11,6
48,48,8i,APPR125-175,Fairway,150,Sand,25,-0.65,Palmer,LaurelCreek,4/4/2018,11,5
49,49,LW,Short Game,Sand,25,Sand,15,-0.885,Palmer,LaurelCreek,4/4/2018,11,4
50,50,LW,Short Game,Sand,15,Rough,10,-0.86,Palmer,LaurelCreek,4/4/2018,11,3
51,51,LW,Short Game,Rough,10,Green,8,-0.175,Palmer,LaurelCreek,4/4/2018,11,2
52,52,Putter,Green,Green,8,In the Hole,0,0.515,Palmer,LaurelCreek,4/4/2018,11,1
53,53,Driver,Tee,Tee,425,Fairway,195,-0.127,Palmer,LaurelCreek,4/4/2018,12,4
54,54,4i,APPR176-210,Fairway,195,Green,7,0.72,Palmer,LaurelCreek,4/4/2018,12,3
55,55,Putter,Green,Green,7,Green,1,-0.558,Palmer,LaurelCreek,4/4/2018,12,2
56,56,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,4/4/2018,12,1
57,57,Driver,Tee,Tee,365,Rough,163,-0.312,Palmer,LaurelCreek,4/4/2018,13,4
58,58,7i,APPR125-175,Rough,163,Green,20,0.364,Palmer,LaurelCreek,4/4/2018,13,3
59,59,Putter,Green,Green,20,Green,2,-0.131,Palmer,LaurelCreek,4/4/2018,13,2
60,60,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,4/4/2018,13,1
61,61,7i,Tee,Tee,170,Green,12,0.315,Palmer,LaurelCreek,4/4/2018,14,3
62,62,Putter,Green,Green,12,Green,1,-0.296,Palmer,LaurelCreek,4/4/2018,14,2
63,63,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,4/4/2018,14,1
64,64,Driver,Tee,Tee,495,Fairway,270,-0.235,Palmer,LaurelCreek,4/4/2018,15,5
65,65,3W,APPR210+,Fairway,270,Fairway,50,-0.045,Palmer,LaurelCreek,4/4/2018,15,4
66,66,LW,Short Game,Fairway,50,Green,10,0.034,Palmer,LaurelCreek,4/4/2018,15,3
67,67,Putter,Green,Green,10,Green,1,-0.375,Palmer,LaurelCreek,4/4/2018,15,2
68,68,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,4/4/2018,15,1
69,69,Driver,Tee,Tee,410,Fairway,185,-0.098,Palmer,LaurelCreek,4/4/2018,16,4
70,70,6i,APPR176-210,Fairway,185,Green,15,0.317,Palmer,LaurelCreek,4/4/2018,16,3
71,71,Putter,Green,Green,15,Green,2,-0.219,Palmer,LaurelCreek,4/4/2018,16,2
72,72,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,4/4/2018,16,1
73,73,4i,Tee,Tee,195,Rough,15,-0.36,Palmer,LaurelCreek,4/4/2018,17,3
74,74,SW,Short Game,Rough,15,Green,5,0.209,Palmer,LaurelCreek,4/4/2018,17,2
75,75,Putter,Green,Green,5,In the Hole,0,0.256,Palmer,LaurelCreek,4/4/2018,17,1
76,76,Driver,Tee,Tee,405,Fairway,147,0.066,Palmer,LaurelCreek,4/4/2018,18,4
77,77,8i,APPR125-175,Fairway,147,Green,35,-0.082,Palmer,LaurelCreek,4/4/2018,18,3
78,78,Putter,Green,Green,35,Green,5,-0.24,Palmer,LaurelCreek,4/4/2018,18,2
79,79,Putter,Green,Green,5,In the Hole,0,0.256,Palmer,LaurelCreek,4/4/2018,18,1
1,1,Driver,Tee,Tee,390,Rough,80,0.02,Medal,LaurelCreek,3/4/2018,1,4
2,2,LW,APPR<125,Rough,80,Green,6,0.603,Medal,LaurelCreek,3/4/2018,1,3
3,3,Putter,Green,Green,6,Green,1,-0.644,Medal,LaurelCreek,3/4/2018,1,2
4,4,Putter,Green,Green,1,In the Hole,0,0.001,Medal,LaurelCreek,3/4/2018,1,1
