Index,Stroke,Club,Phase,Start Loc,Start Dist,End Loc,End Dist,Strokes Gained,Tee,Course,Date,Hole,Strokes to Hole
5,5,Driver,Tee,Tee,349,Fairway,120,0.037,Medal,LaurelCreek,3/4/2018,2,4
6,6,AW,APPR<125,Fairway,120,Green,25,-0.084,Medal,LaurelCreek,3/4/2018,2,3
7,7,Putter,Green,Green,25,Green,3,-0.119,Medal,LaurelCreek,3/4/2018,2,2
8,8,Putter,Green,Green,3,In the Hole,0,0.053,Medal,LaurelCreek,3/4/2018,2,1
9,9,AW,Tee,Tee,125,Sand,10,-0.445,Medal,LaurelCreek,3/4/2018,3,4
10,10,LW,Short Game,Sand,10,Green,10,-0.196,Medal,LaurelCreek,3/4/2018,3,3
11,11,Putter,Green,Green,10,Green,3,-0.427,Medal,LaurelCreek,3/4/2018,3,2
12,12,Putter,Green,Green,3,In the Hole,0,0.053,Medal,LaurelCreek,3/4/2018,3,1
13,13,Driver,Tee,Tee,355,Fairway,120,0.055,Medal,LaurelCreek,3/4/2018,4,4
14,14,AW,APPR<125,Fairway,120,Green,20,-0.028,Medal,LaurelCreek,3/4/2018,4,3
15,15,Putter,Green,Green,20,Green,5,-0.378,Medal,LaurelCreek,3/4/2018,4,2
16,16,Putter,Green,Green,5,In the Hole,0,0.256,Medal,LaurelCreek,3/4/2018,4,1
17,17,Driver,Tee,Tee,482,Fairway,250,-0.221,Medal,LaurelCreek,3/4/2018,5,4
18,18,3H,APPR210+,Fairway,250,Green,30,0.537,Medal,LaurelCreek,3/4/2018,5,3
19,19,Putter,Green,Green,30,Green,3,-0.075,Medal,LaurelCreek,3/4/2018,5,2
20,20,Putter,Green,Green,3,In the Hole,0,0.053,Medal,LaurelCreek,3/4/2018,5,1
21,21,Driver,Tee,Tee,400,Fairway,202,-0.213,Medal,LaurelCreek,3/4/2018,6,5
22,22,4i,APPR176-210,Fairway,202,Fairway,20,-0.197,Medal,LaurelCreek,3/4/2018,6,4
23,23,SW,Short Game,Fairway,20,Green,6,0.043,Medal,LaurelCreek,3/4/2018,6,3
24,24,Putter,Green,Green,6,Green,2,-0.652,Medal,LaurelCreek,3/4/2018,6,2
25,25,Putter,Green,Green,2,In the Hole,0,0.009,Medal,LaurelCreek,3/4/2018,6,1
26,26,6i,Tee,Tee,155,Sand,10,-0.445,Medal,LaurelCreek,3/4/2018,7,4
27,27,LW,Short Game,Sand,10,Green,9,-0.145,Medal,LaurelCreek,3/4/2018,7,3
28,28,Putter,Green,Green,9,Green,1,-0.426,Medal,LaurelCreek,3/4/2018,7,2
29,29,Putter,Green,Green,1,In the Hole,0,0.001,Medal,LaurelCreek,3/4/2018,7,1
30,30,3H,Tee,Tee,311,Fairway,120,-0.096,Medal,LaurelCreek,3/4/2018,8,4
31,31,AW,APPR<125,Fairway,120,Green,20,-0.028,Medal,LaurelCreek,3/4/2018,8,3
32,32,Putter,Green,Green,20,Green,2,-0.131,Medal,LaurelCreek,3/4/2018,8,2
33,33,Putter,Green,Green,2,In the Hole,0,0.009,Medal,LaurelCreek,3/4/2018,8,1
34,34,Driver,Tee,Tee,495,Fairway,205,0.157,Medal,LaurelCreek,3/4/2018,9,7
35,35,3H,APPR176-210,Fairway,205,Penalty,205,-2.0075,Medal,LaurelCreek,3/4/2018,9,6
36,36,Penalty,Penalty,Penalty,205,Penalty,0,0,Medal,LaurelCreek,3/4/2018,9,5
37,37,6i,APPR125-175,Rough,160,Sand,20,-0.3,Medal,LaurelCreek,3/4/2018,9,4
38,38,LW,Short Game,Sand,20,Green,6,0.173,Medal,LaurelCreek,3/4/2018,9,3
39,39,Putter,Green,Green,6,Green,1,-0.644,Medal,LaurelCreek,3/4/2018,9,2
40,40,Putter,Green,Green,1,In the Hole,0,0.001,Medal,LaurelCreek,3/4/2018,9,1
41,41,Driver,Tee,Tee,400,Fairway,180,-0.09,Medal,LaurelCreek,3/4/2018,10,5
42,42,4i,APPR176-210,Fairway,180,Rough,10,-0.26,Medal,LaurelCreek,3/4/2018,10,4
43,43,LW,Short Game,Rough,10,Green,7,-0.103,Medal,LaurelCreek,3/4/2018,10,3
44,44,Putter,Green,Green,7,Green,1,-0.558,Medal,LaurelCreek,3/4/2018,10,2
45,45,Putter,Green,Green,1,In the Hole,0,0.001,Medal,LaurelCreek,3/4/2018,10,1
46,46,3H,Tee,Tee,342,Rough,90,-0.124,Medal,LaurelCreek,3/4/2018,11,4
47,47,LW,APPR<125,Rough,90,Green,6,0.633,Medal,LaurelCreek,3/4/2018,11,3
48,48,Putter,Green,Green,6,Green,1,-0.644,Medal,LaurelCreek,3/4/2018,11,2
49,49,Putter,Green,Green,1,In the Hole,0,0.001,Medal,LaurelCreek,3/4/2018,11,1
50,50,Driver,Tee,Tee,412,Fairway,165,0.007,Medal,LaurelCreek,3/4/2018,12,6
51,51,7i,APPR125-175,Fairway,165,Fairway,25,-0.455,Medal,LaurelCreek,3/4/2018,12,5
52,52,SW,Short Game,Fairway,25,Green,15,-0.33,Medal,LaurelCreek,3/4/2018,12,4
53,53,Putter,Green,Green,15,Green,6,-0.567,Medal,LaurelCreek,3/4/2018,12,3
54,54,Putter,Green,Green,6,Green,1,-0.644,Medal,LaurelCreek,3/4/2018,12,2
55,55,Putter,Green,Green,1,In the Hole,0,0.001,Medal,LaurelCreek,3/4/2018,12,1
56,56,Driver,Tee,Tee,360,Fairway,125,0.055,Medal,LaurelCreek,3/4/2018,13,5
57,57,AW,APPR125-175,Fairway,125,Sand,10,-0.565,Medal,LaurelCreek,3/4/2018,13,4
58,58,LW,Short Game,Sand,10,Green,12,-0.275,Medal,LaurelCreek,3/4/2018,13,3
59,59,Putter,Green,Green,12,Green,2,-0.304,Medal,LaurelCreek,3/4/2018,13,2
60,60,Putter,Green,Green,2,In the Hole,0,0.009,Medal,LaurelCreek,3/4/2018,13,1
61,61,PW,Tee,Tee,145,Green,20,0.097,Medal,LaurelCreek,3/4/2018,14,3
62,62,Putter,Green,Green,20,Green,2,-0.131,Medal,LaurelCreek,3/4/2018,14,2
63,63,Putter,Green,Green,2,In the Hole,0,0.009,Medal,LaurelCreek,3/4/2018,14,1
64,64,Driver,Tee,Tee,466,Fairway,210,-0.049,Medal,LaurelCreek,3/4/2018,15,6
65,65,3H,APPR210+,Fairway,210,Rough,25,-0.39,Medal,LaurelCreek,3/4/2018,15,5
66,66,SW,Short Game,Rough,25,Rough,20,-0.945,Medal,LaurelCreek,3/4/2018,15,4
67,67,SW,Short Game,Rough,20,Green,7,0.147,Medal,LaurelCreek,3/4/2018,15,3
68,68,Putter,Green,Green,7,Green,1,-0.558,Medal,LaurelCreek,3/4/2018,15,2
69,69,Putter,Green,Green,1,In the Hole,0,0.001,Medal,LaurelCreek,3/4/2018,15,1
70,70,Driver,Tee,Tee,368,Fairway,145,0.008,Medal,LaurelCreek,3/4/2018,16,4
71,71,PW,APPR125-175,Fairway,145,Green,20,0.05,Medal,LaurelCreek,3/4/2018,16,3
72,72,Putter,Green,Green,20,Green,2,-0.131,Medal,LaurelCreek,3/4/2018,16,2
73,73,Putter,Green,Green,2,In the Hole,0,0.009,Medal,LaurelCreek,3/4/2018,16,1
74,74,3H,Tee,Tee,194,Rough,20,-0.488,Medal,LaurelCreek,3/4/2018,17,5
75,75,8i,Short Game,Rough,20,Rough,18,-0.95,Medal,LaurelCreek,3/4/2018,17,4
76,76,8i,Short Game,Rough,18,Rough,15,-0.925,Medal,LaurelCreek,3/4/2018,17,3
77,77,LW,Short Game,Rough,15,Green,8,-0.05,Medal,LaurelCreek,3/4/2018,17,2
78,78,Putter,Green,Green,8,In the Hole,0,0.515,Medal,LaurelCreek,3/4/2018,17,1
79,79,Driver,Tee,Tee,407,Fairway,130,0.124,Medal,LaurelCreek,3/4/2018,18,5
80,80,PW,APPR125-175,Fairway,130,Rough,14,-0.56,Medal,LaurelCreek,3/4/2018,18,4
81,81,SW,Short Game,Rough,14,Green,7,-0.003,Medal,LaurelCreek,3/4/2018,18,3
82,82,Putter,Green,Green,7,Green,1,-0.558,Medal,LaurelCreek,3/4/2018,18,2
83,83,Putter,Green,Green,1,In the Hole,0,0.001,Medal,LaurelCreek,3/4/2018,18,1
1,1,Driver,Tee,Tee,410,Fairway,150,0.065,Palmer,LaurelCreek,1/26/2018,1,4
2,2,8i,APPR125-175,Fairway,150,Fairway,20,-0.455,Palmer,LaurelCreek,1/26/2018,1,3
3,3,SW,Short Game,Fairway,20,Green,4,0.253,Palmer,LaurelCreek,1/26/2018,1,2
4,4,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,1/26/2018,1,1
5,5,Driver,Tee,Tee,365,Rough,125,-0.168,Palmer,LaurelCreek,1/26/2018,2,5
6,6,AW,APPR125-175,Rough,125,Green,35,0.082,Palmer,LaurelCreek,1/26/2018,2,4
7,7,Putter,Green,Green,35,Green,12,-0.689,Palmer,LaurelCreek,1/26/2018,2,3
8,8,Putter,Green,Green,12,Green,3,-0.348,Palmer,LaurelCreek,1/26/2018,2,2
9,9,Putter,Green,Green,3,In the Hole,0,0.053,Palmer,LaurelCreek,1/26/2018,2,1
10,10,6i,Tee,Tee,150,Fairway,20,-0.42,Palmer,LaurelCreek,1/26/2018,3,4
11,11,SW,Short Game,Fairway,20,Green,9,-0.175,Palmer,LaurelCreek,1/26/2018,3,3
12,12,Putter,Green,Green,9,Green,1,-0.426,Palmer,LaurelCreek,1/26/2018,3,2
13,13,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,1/26/2018,3,1
14,14,Driver,Tee,Tee,391,Fairway,175,-0.074,Palmer,LaurelCreek,1/26/2018,4,4
15,15,4i,APPR176-210,Fairway,175,Green,15,0.265,Palmer,LaurelCreek,1/26/2018,4,3
16,16,Putter,Green,Green,15,Green,4,-0.357,Palmer,LaurelCreek,1/26/2018,4,2
17,17,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,1/26/2018,4,1
18,18,Driver,Tee,Tee,503,Fairway,280,-0.219,Palmer,LaurelCreek,1/26/2018,5,5
19,19,3H,APPR210+,Fairway,280,Fairway,80,-0.1,Palmer,LaurelCreek,1/26/2018,5,4
20,20,SW,APPR<125,Fairway,80,Green,20,-0.128,Palmer,LaurelCreek,1/26/2018,5,3
21,21,Putter,Green,Green,20,Green,2,-0.131,Palmer,LaurelCreek,1/26/2018,5,2
22,22,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,1/26/2018,5,1
23,23,Driver,Tee,Tee,414,Sand,205,-0.574,Palmer,LaurelCreek,1/26/2018,6,4
24,24,5i,APPR176-210,Sand,205,Fairway,45,-0.042,Palmer,LaurelCreek,1/26/2018,6,3
25,25,SW,Short Game,Fairway,45,Green,4,0.483,Palmer,LaurelCreek,1/26/2018,6,2
26,26,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,1/26/2018,6,1
27,27,5i,Tee,Tee,205,Rough,40,-0.645,Palmer,LaurelCreek,1/26/2018,7,5
28,28,SW,Short Game,Rough,40,Rough,15,-0.685,Palmer,LaurelCreek,1/26/2018,7,4
29,29,SW,Short Game,Rough,15,Green,8,-0.05,Palmer,LaurelCreek,1/26/2018,7,3
30,30,Putter,Green,Green,8,Green,2,-0.494,Palmer,LaurelCreek,1/26/2018,7,2
31,31,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,1/26/2018,7,1
32,32,4i,Tee,Tee,339,Rough,125,-0.241,Palmer,LaurelCreek,1/26/2018,8,3
33,33,AW,APPR125-175,Rough,125,Green,9,0.523,Palmer,LaurelCreek,1/26/2018,8,2
34,34,Putter,Green,Green,9,In the Hole,0,0.575,Palmer,LaurelCreek,1/26/2018,8,1
35,35,Driver,Tee,Tee,535,Rough,265,-0.138,Palmer,LaurelCreek,1/26/2018,9,5
36,36,3H,APPR210+,Rough,265,Fairway,30,0.243,Palmer,LaurelCreek,1/26/2018,9,4
37,37,SW,Short Game,Fairway,30,Green,10,-0.106,Palmer,LaurelCreek,1/26/2018,9,3
38,38,Putter,Green,Green,10,Green,1,-0.375,Palmer,LaurelCreek,1/26/2018,9,2
39,39,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,1/26/2018,9,1
40,40,Driver,Tee,Tee,404,Sand,163,-0.3,Palmer,LaurelCreek,1/26/2018,10,4
41,41,7i,APPR125-175,Sand,163,Fairway,30,-0.222,Palmer,LaurelCreek,1/26/2018,10,3
42,42,SW,Short Game,Fairway,30,Green,6,0.163,Palmer,LaurelCreek,1/26/2018,10,2
43,43,Putter,Green,Green,6,In the Hole,0,0.357,Palmer,LaurelCreek,1/26/2018,10,1
44,44,Driver,Tee,Tee,385,Fairway,150,0.025,Palmer,LaurelCreek,1/26/2018,11,6
45,45,7i,APPR125-175,Fairway,150,Fairway,150,-1,Palmer,LaurelCreek,1/26/2018,11,5
46,46,7i,APPR125-175,Fairway,150,Fairway,90,-0.825,Palmer,LaurelCreek,1/26/2018,11,4
47,47,AW,APPR<125,Fairway,90,Rough,15,-0.695,Palmer,LaurelCreek,1/26/2018,11,3
48,48,SW,Short Game,Rough,15,Green,6,0.108,Palmer,LaurelCreek,1/26/2018,11,2
49,49,Putter,Green,Green,6,In the Hole,0,0.357,Palmer,LaurelCreek,1/26/2018,11,1
50,50,Driver,Tee,Tee,420,Fairway,230,-0.365,Palmer,LaurelCreek,1/26/2018,12,5
51,51,3H,APPR210+,Fairway,230,Fairway,40,-0.215,Palmer,LaurelCreek,1/26/2018,12,4
52,52,SW,Short Game,Fairway,40,Green,15,-0.19,Palmer,LaurelCreek,1/26/2018,12,3
53,53,Putter,Green,Green,15,Green,4,-0.357,Palmer,LaurelCreek,1/26/2018,12,2
54,54,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,1/26/2018,12,1
55,55,Driver,Tee,Tee,385,Fairway,150,0.025,Palmer,LaurelCreek,1/26/2018,13,4
56,56,8i,APPR125-175,Fairway,150,Green,30,-0.033,Palmer,LaurelCreek,1/26/2018,13,3
57,57,Putter,Green,Green,30,Green,4,-0.169,Palmer,LaurelCreek,1/26/2018,13,2
58,58,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,1/26/2018,13,1
59,59,8i,Tee,Tee,150,Green,12,0.275,Palmer,LaurelCreek,1/26/2018,14,3
60,60,Putter,Green,Green,12,Green,1,-0.296,Palmer,LaurelCreek,1/26/2018,14,2
61,61,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,1/26/2018,14,1
62,62,Driver,Tee,Tee,510,Rough,290,-0.385,Palmer,LaurelCreek,1/26/2018,15,5
63,63,4i,APPR210+,Rough,290,Rough,140,-0.285,Palmer,LaurelCreek,1/26/2018,15,4
64,64,9i,APPR125-175,Rough,140,Green,20,0.272,Palmer,LaurelCreek,1/26/2018,15,3
65,65,Putter,Green,Green,20,Green,2,-0.131,Palmer,LaurelCreek,1/26/2018,15,2
66,66,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,1/26/2018,15,1
67,67,Driver,Tee,Tee,405,Rough,160,-0.23,Palmer,LaurelCreek,1/26/2018,16,4
68,68,7i,APPR125-175,Rough,160,Sand,20,-0.3,Palmer,LaurelCreek,1/26/2018,16,3
69,69,LW,Short Game,Sand,20,Green,4,0.383,Palmer,LaurelCreek,1/26/2018,16,2
70,70,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,1/26/2018,16,1
71,71,4i,Tee,Tee,208,Rough,25,-0.501,Palmer,LaurelCreek,1/26/2018,17,4
72,72,LW,Short Game,Rough,25,Rough,6,-0.695,Palmer,LaurelCreek,1/26/2018,17,3
73,73,LW,Short Game,Rough,6,Green,2,0.331,Palmer,LaurelCreek,1/26/2018,17,2
74,74,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,1/26/2018,17,1
75,75,Driver,Tee,Tee,410,Fairway,130,0.13,Palmer,LaurelCreek,1/26/2018,18,4
76,76,AW,APPR125-175,Fairway,130,Green,15,0.09,Palmer,LaurelCreek,1/26/2018,18,3
77,77,Putter,Green,Green,15,Green,1,-0.211,Palmer,LaurelCreek,1/26/2018,18,2
78,78,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,1/26/2018,18,1
1,1,Driver,Tee,Tee,410,Fairway,151,0.061,Palmer,LaurelCreek,9/10/2017,1,5
2,2,9i,APPR125-175,Fairway,151,Green,25,0.015,Palmer,LaurelCreek,9/10/2017,1,4
3,3,Putter,Green,Green,25,Green,4,-0.213,Palmer,LaurelCreek,9/10/2017,1,3
4,4,Putter,Green,Green,4,Green,1,-0.854,Palmer,LaurelCreek,9/10/2017,1,2
5,5,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,9/10/2017,1,1
6,6,3W,Tee,Tee,365,Sand,139,-0.29,Palmer,LaurelCreek,9/10/2017,2,5
7,7,9i,APPR125-175,Sand,139,Sand,15,-0.26,Palmer,LaurelCreek,9/10/2017,2,4
8,8,LW,Short Game,Sand,15,Green,12,-0.225,Palmer,LaurelCreek,9/10/2017,2,3
9,9,Putter,Green,Green,12,Green,1,-0.296,Palmer,LaurelCreek,9/10/2017,2,2
10,10,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,9/10/2017,2,1
11,11,9i,Tee,Tee,148,Green,2,0.969,Palmer,LaurelCreek,9/10/2017,3,2
12,12,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,9/10/2017,3,1
13,13,Driver,Tee,Tee,391,Fairway,136,0.083,Palmer,LaurelCreek,9/10/2017,4,4
14,14,PW,APPR125-175,Fairway,136,Green,22,-0.005,Palmer,LaurelCreek,9/10/2017,4,3
15,15,Putter,Green,Green,22,Green,2,-0.106,Palmer,LaurelCreek,9/10/2017,4,2
16,16,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,9/10/2017,4,1
17,17,Driver,Tee,Tee,503,Rough,225,-0.127,Palmer,LaurelCreek,9/10/2017,5,5
18,18,6i,APPR210+,Rough,225,Fairway,40,-0.042,Palmer,LaurelCreek,9/10/2017,5,4
19,19,LW,Short Game,Fairway,40,Green,20,-0.278,Palmer,LaurelCreek,9/10/2017,5,3
20,20,Putter,Green,Green,20,Green,3,-0.175,Palmer,LaurelCreek,9/10/2017,5,2
21,21,Putter,Green,Green,3,In the Hole,0,0.053,Palmer,LaurelCreek,9/10/2017,5,1
22,22,Driver,Tee,Tee,414,Sand,180,-0.386,Palmer,LaurelCreek,9/10/2017,6,5
23,23,5i,APPR176-210,Sand,180,Fairway,30,-0.12,Palmer,LaurelCreek,9/10/2017,6,4
24,24,LW,Short Game,Fairway,30,Green,12,-0.185,Palmer,LaurelCreek,9/10/2017,6,3
25,25,Putter,Green,Green,12,Green,2,-0.304,Palmer,LaurelCreek,9/10/2017,6,2
26,26,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,9/10/2017,6,1
27,27,4i,Tee,Tee,204,Green,35,0.116,Palmer,LaurelCreek,9/10/2017,7,5
28,28,Putter,Green,Green,35,Green,15,-0.774,Palmer,LaurelCreek,9/10/2017,7,4
29,29,Putter,Green,Green,15,Green,4,-0.357,Palmer,LaurelCreek,9/10/2017,7,3
30,30,Putter,Green,Green,4,Green,1,-0.854,Palmer,LaurelCreek,9/10/2017,7,2
31,31,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,9/10/2017,7,1
32,32,3H,Tee,Tee,339,Fairway,125,-0.008,Palmer,LaurelCreek,9/10/2017,8,5
33,33,AW,APPR125-175,Fairway,125,Green,15,0.075,Palmer,LaurelCreek,9/10/2017,8,4
34,34,Putter,Green,Green,15,Green,4,-0.357,Palmer,LaurelCreek,9/10/2017,8,3
35,35,Putter,Green,Green,4,Green,1,-0.854,Palmer,LaurelCreek,9/10/2017,8,2
36,36,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,9/10/2017,8,1
37,37,Driver,Tee,Tee,535,Penalty,265,-1.1375,Palmer,LaurelCreek,9/10/2017,9,5
38,38,Penalty,Penalty,Penalty,265,Penalty,0,0,Palmer,LaurelCreek,9/10/2017,9,4
39,39,5i,APPR210+,Rough,265,Fairway,107,-0.055,Palmer,LaurelCreek,9/10/2017,9,3
40,40,SW,APPR<125,Fairway,107,Green,12,0.112,Palmer,LaurelCreek,9/10/2017,9,2
41,41,Putter,Green,Green,12,In the Hole,0,0.705,Palmer,LaurelCreek,9/10/2017,9,1
42,42,Driver,Tee,Tee,404,Rough,170,-0.272,Palmer,LaurelCreek,9/10/2017,10,4
43,43,6i,APPR125-175,Rough,170,Green,8,0.755,Palmer,LaurelCreek,9/10/2017,10,3
44,44,Putter,Green,Green,8,Green,3,-0.538,Palmer,LaurelCreek,9/10/2017,10,2
45,45,Putter,Green,Green,3,In the Hole,0,0.053,Palmer,LaurelCreek,9/10/2017,10,1
46,46,3H,Tee,Tee,385,Fairway,135,0.075,Palmer,LaurelCreek,9/10/2017,11,4
47,47,SW,APPR125-175,Fairway,135,Green,15,0.105,Palmer,LaurelCreek,9/10/2017,11,3
48,48,Putter,Green,Green,15,Green,1,-0.211,Palmer,LaurelCreek,9/10/2017,11,2
49,49,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,9/10/2017,11,1
50,50,Driver,Tee,Tee,420,Fairway,155,0.057,Palmer,LaurelCreek,9/10/2017,12,5
51,51,8i,APPR125-175,Fairway,155,Green,14,0.198,Palmer,LaurelCreek,9/10/2017,12,4
52,52,Putter,Green,Green,14,Green,10,-0.861,Palmer,LaurelCreek,9/10/2017,12,3
53,53,Putter,Green,Green,10,Green,1,-0.375,Palmer,LaurelCreek,9/10/2017,12,2
54,54,Putter,Green,Green,1,In the Hole,0,0.001,Palmer,LaurelCreek,9/10/2017,12,1
55,55,3W,Tee,Tee,374,Rough,125,-0.15,Palmer,LaurelCreek,9/10/2017,13,4
56,56,AW,APPR125-175,Rough,125,Sand,15,-0.382,Palmer,LaurelCreek,9/10/2017,13,3
57,57,SW,Short Game,Sand,15,Green,10,-0.146,Palmer,LaurelCreek,9/10/2017,13,2
58,58,Putter,Green,Green,10,In the Hole,0,0.626,Palmer,LaurelCreek,9/10/2017,13,1
59,59,8i,Tee,Tee,155,Green,20,0.107,Palmer,LaurelCreek,9/10/2017,14,4
60,60,Putter,Green,Green,20,Green,5,-0.378,Palmer,LaurelCreek,9/10/2017,14,3
61,61,Putter,Green,Green,5,Green,2,-0.753,Palmer,LaurelCreek,9/10/2017,14,2
62,62,Putter,Green,Green,2,In the Hole,0,0.009,Palmer,LaurelCreek,9/10/2017,14,1
63,63,Driver,Tee,Tee,510,Penalty,510,-2,Palmer,LaurelCreek,9/10/2017,15,7
64,64,Penalty,Penalty,Penalty,510,Penalty,0,0,Palmer,LaurelCreek,9/10/2017,15,6
65,65,Driver,Tee,Tee,510,Fairway,260,-0.1,Palmer,LaurelCreek,9/10/2017,15,5
66,66,3H,APPR210+,Fairway,260,Rough,90,-0.41,Palmer,LaurelCreek,9/10/2017,15,4
67,67,LW,APPR<125,Rough,90,Green,20,0.112,Palmer,LaurelCreek,9/10/2017,15,3
68,68,Putter,Green,Green,20,Green,4,-0.269,Palmer,LaurelCreek,9/10/2017,15,2
69,69,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,9/10/2017,15,1
70,70,3W,Tee,Tee,405,Fairway,180,-0.08,Palmer,LaurelCreek,9/10/2017,16,4
71,71,6i,APPR176-210,Fairway,180,Green,20,0.202,Palmer,LaurelCreek,9/10/2017,16,3
72,72,Putter,Green,Green,20,Green,4,-0.269,Palmer,LaurelCreek,9/10/2017,16,2
73,73,Putter,Green,Green,4,In the Hole,0,0.147,Palmer,LaurelCreek,9/10/2017,16,1
74,74,4i,Tee,Tee,205,Penalty,205,-2,Palmer,LaurelCreek,9/10/2017,17,5
75,75,Penalty,Penalty,Penalty,205,Penalty,0,0,Palmer,LaurelCreek,9/10/2017,17,4
76,76,4i,Tee,Tee,205,Rough,20,-0.455,Palmer,LaurelCreek,9/10/2017,17,3
77,77,LW,Short Game,Rough,20,Green,5,0.334,Palmer,LaurelCreek,9/10/2017,17,2
78,78,Putter,Green,Green,5,In the Hole,0,0.256,Palmer,LaurelCreek,9/10/2017,17,1
79,79,Driver,Tee,Tee,410,Fairway,200,-0.18,Palmer,LaurelCreek,9/10/2017,18,5
80,80,4i,APPR176-210,Fairway,200,Fairway,25,-0.27,Palmer,LaurelCreek,9/10/2017,18,4
81,81,LW,Short Game,Fairway,25,Green,12,-0.245,Palmer,LaurelCreek,9/10/2017,18,3
82,82,Putter,Green,Green,12,Green,3,-0.348,Palmer,LaurelCreek,9/10/2017,18,2
83,83,Putter,Green,Green,3,In the Hole,0,0.053,Palmer,LaurelCreek,9/10/2017,18,1
